ps	codeGained	ps_name_gained	gained_clusters	gained_genes	codeLost	ps_name_lost	lost_clusters	lost_genes	cval	spec_code
2	152	node1	2647	391089	NA	NA	NA	NA	11	90
3	154	node3	667	99502	154	node3	51	441	11	90
4	155	node4	515	51497	155	node4	20	120	11	90
5	156	node5	2349	135569	156	node5	14	94	11	90
6	157	node6	666	31539	157	node6	241	1947	11	90
7	158	node7	4311	138045	158	node7	42	325	11	90
8	159	node8	4313	71478	159	node8	472	11227	11	90
9	204	node53	525	9336	204	node53	1894	35028	11	90
10	241	node90	264	4715	241	node90	10424	445172	11	90
11	242	node91	7409	77574	242	node91	950	104670	11	90
12	246	node95	711	3335	246	node95	1367	87634	11	90
13	90	Aste	2565	4957	90	Aste	1655	53545	11	90
1	10000001	root	7204	1882677	NA	NA	NA	NA	11	91
2	152	node1	2647	391089	NA	NA	NA	NA	11	91
3	154	node3	667	99502	154	node3	51	441	11	91
4	155	node4	515	51497	155	node4	20	120	11	91
5	156	node5	2349	135569	156	node5	14	94	11	91
6	157	node6	666	31539	157	node6	241	1947	11	91
7	158	node7	4311	138045	158	node7	42	325	11	91
8	159	node8	4313	71478	159	node8	472	11227	11	91
9	204	node53	525	9336	204	node53	1894	35028	11	91
10	241	node90	264	4715	241	node90	10424	445172	11	91
11	91	Bcal	2936	7164	91	Bcal	3423	286920	11	91
1	10000001	root	7204	1882677	NA	NA	NA	NA	11	92
2	152	node1	2647	391089	NA	NA	NA	NA	11	92
3	154	node3	667	99502	154	node3	51	441	11	92
4	155	node4	515	51497	155	node4	20	120	11	92
5	156	node5	2349	135569	156	node5	14	94	11	92
6	157	node6	666	31539	157	node6	241	1947	11	92
7	158	node7	4311	138045	158	node7	42	325	11	92
8	247	node96	200	7261	247	node96	3997	82849	11	92
9	248	node97	78	3744	248	node97	2046	53393	11	92
10	249	node98	47	3319	249	node98	1197	58905	11	92
11	250	node99	279	16784	250	node99	503	32032	11	92
12	251	node100	813	30641	251	node100	121	4433	11	92
13	252	node101	319	7152	252	node101	201	6148	11	92
14	253	node102	42	904	253	node102	572	19982	11	92
15	254	node103	83	2236	254	node103	59	5490	11	92
16	255	node104	269	4727	255	node104	142	7633	11	92
17	256	node105	174	1555	256	node105	1019	53769	11	92
18	257	node106	55	563	257	node106	1211	74131	11	92
19	92	Oana	80	156	92	Oana	932	80504	11	92
1	10000001	root	7204	1882677	NA	NA	NA	NA	11	93
2	152	node1	2647	391089	NA	NA	NA	NA	11	93
3	154	node3	667	99502	154	node3	51	441	11	93
4	155	node4	515	51497	155	node4	20	120	11	93
5	156	node5	2349	135569	156	node5	14	94	11	93
6	157	node6	666	31539	157	node6	241	1947	11	93
7	158	node7	4311	138045	158	node7	42	325	11	93
8	247	node96	200	7261	247	node96	3997	82849	11	93
9	248	node97	78	3744	248	node97	2046	53393	11	93
10	249	node98	47	3319	249	node98	1197	58905	11	93
11	250	node99	279	16784	250	node99	503	32032	11	93
12	251	node100	813	30641	251	node100	121	4433	11	93
13	252	node101	319	7152	252	node101	201	6148	11	93
14	253	node102	42	904	253	node102	572	19982	11	93
15	254	node103	83	2236	254	node103	59	5490	11	93
16	255	node104	269	4727	255	node104	142	7633	11	93
17	256	node105	174	1555	256	node105	1019	53769	11	93
18	257	node106	55	563	257	node106	1211	74131	11	93
19	258	node107	104	653	258	node107	96	14057	11	93
20	259	node108	355	1306	259	node108	162	19348	11	93
21	260	node109	27	86	260	node109	75	2648	11	93
22	93	Clup	375	582	93	Clup	281	24459	11	93
1	10000001	root	7204	1882677	NA	NA	NA	NA	11	94
2	152	node1	2647	391089	NA	NA	NA	NA	11	94
3	154	node3	667	99502	154	node3	51	441	11	94
4	155	node4	515	51497	155	node4	20	120	11	94
5	156	node5	2349	135569	156	node5	14	94	11	94
6	157	node6	666	31539	157	node6	241	1947	11	94
7	158	node7	4311	138045	158	node7	42	325	11	94
8	247	node96	200	7261	247	node96	3997	82849	11	94
9	248	node97	78	3744	248	node97	2046	53393	11	94
10	249	node98	47	3319	249	node98	1197	58905	11	94
11	250	node99	279	16784	250	node99	503	32032	11	94
12	251	node100	813	30641	251	node100	121	4433	11	94
13	252	node101	319	7152	252	node101	201	6148	11	94
14	253	node102	42	904	253	node102	572	19982	11	94
15	254	node103	83	2236	254	node103	59	5490	11	94
16	255	node104	269	4727	255	node104	142	7633	11	94
17	256	node105	174	1555	256	node105	1019	53769	11	94
18	257	node106	55	563	257	node106	1211	74131	11	94
19	258	node107	104	653	258	node107	96	14057	11	94
20	259	node108	355	1306	259	node108	162	19348	11	94
21	260	node109	27	86	260	node109	75	2648	11	94
22	94	Ttru	281	306	94	Ttru	404	12915	11	94
1	10000001	root	7204	1882677	NA	NA	NA	NA	11	95
2	152	node1	2647	391089	NA	NA	NA	NA	11	95
3	154	node3	667	99502	154	node3	51	441	11	95
4	155	node4	515	51497	155	node4	20	120	11	95
5	156	node5	2349	135569	156	node5	14	94	11	95
6	157	node6	666	31539	157	node6	241	1947	11	95
7	158	node7	4311	138045	158	node7	42	325	11	95
8	247	node96	200	7261	247	node96	3997	82849	11	95
9	248	node97	78	3744	248	node97	2046	53393	11	95
10	249	node98	47	3319	249	node98	1197	58905	11	95
11	250	node99	279	16784	250	node99	503	32032	11	95
12	251	node100	813	30641	251	node100	121	4433	11	95
13	252	node101	319	7152	252	node101	201	6148	11	95
14	253	node102	42	904	253	node102	572	19982	11	95
15	254	node103	83	2236	254	node103	59	5490	11	95
16	255	node104	269	4727	255	node104	142	7633	11	95
17	256	node105	174	1555	256	node105	1019	53769	11	95
18	257	node106	55	563	257	node106	1211	74131	11	95
19	258	node107	104	653	258	node107	96	14057	11	95
20	259	node108	355	1306	259	node108	162	19348	11	95
21	95	Hsap	668	983	95	Hsap	261	9055	11	95
1	10000001	root	7204	1882677	NA	NA	NA	NA	11	96
2	152	node1	2647	391089	NA	NA	NA	NA	11	96
3	154	node3	667	99502	154	node3	51	441	11	96
4	155	node4	515	51497	155	node4	20	120	11	96
5	156	node5	2349	135569	156	node5	14	94	11	96
6	157	node6	666	31539	157	node6	241	1947	11	96
7	158	node7	4311	138045	158	node7	42	325	11	96
8	247	node96	200	7261	247	node96	3997	82849	11	96
9	248	node97	78	3744	248	node97	2046	53393	11	96
10	249	node98	47	3319	249	node98	1197	58905	11	96
11	250	node99	279	16784	250	node99	503	32032	11	96
12	251	node100	813	30641	251	node100	121	4433	11	96
13	252	node101	319	7152	252	node101	201	6148	11	96
14	253	node102	42	904	253	node102	572	19982	11	96
15	254	node103	83	2236	254	node103	59	5490	11	96
16	255	node104	269	4727	255	node104	142	7633	11	96
17	256	node105	174	1555	256	node105	1019	53769	11	96
18	257	node106	55	563	257	node106	1211	74131	11	96
19	258	node107	104	653	258	node107	96	14057	11	96
20	96	Mdom	225	631	96	Mdom	665	49317	11	96
1	10000001	root	7204	1882677	NA	NA	NA	NA	11	97
2	152	node1	2647	391089	NA	NA	NA	NA	11	97
3	154	node3	667	99502	154	node3	51	441	11	97
4	155	node4	515	51497	155	node4	20	120	11	97
5	156	node5	2349	135569	156	node5	14	94	11	97
6	157	node6	666	31539	157	node6	241	1947	11	97
7	158	node7	4311	138045	158	node7	42	325	11	97
8	247	node96	200	7261	247	node96	3997	82849	11	97
9	248	node97	78	3744	248	node97	2046	53393	11	97
10	249	node98	47	3319	249	node98	1197	58905	11	97
11	250	node99	279	16784	250	node99	503	32032	11	97
12	251	node100	813	30641	251	node100	121	4433	11	97
13	252	node101	319	7152	252	node101	201	6148	11	97
14	253	node102	42	904	253	node102	572	19982	11	97
15	254	node103	83	2236	254	node103	59	5490	11	97
16	255	node104	269	4727	255	node104	142	7633	11	97
17	256	node105	174	1555	256	node105	1019	53769	11	97
18	261	node110	100	928	261	node110	187	5520	11	97
19	262	node111	117	593	262	node111	238	20391	11	97
20	263	node112	22	217	263	node112	292	13593	11	97
21	264	node113	79	389	264	node113	43	391	11	97
22	265	node114	19	74	265	node114	577	12654	11	97
23	97	Cser	76	107	97	Cser	589	49928	11	97
1	10000001	root	7204	1882677	NA	NA	NA	NA	11	98
2	152	node1	2647	391089	NA	NA	NA	NA	11	98
3	154	node3	667	99502	154	node3	51	441	11	98
4	155	node4	515	51497	155	node4	20	120	11	98
5	156	node5	2349	135569	156	node5	14	94	11	98
6	157	node6	666	31539	157	node6	241	1947	11	98
7	158	node7	4311	138045	158	node7	42	325	11	98
8	247	node96	200	7261	247	node96	3997	82849	11	98
9	248	node97	78	3744	248	node97	2046	53393	11	98
10	249	node98	47	3319	249	node98	1197	58905	11	98
11	250	node99	279	16784	250	node99	503	32032	11	98
12	251	node100	813	30641	251	node100	121	4433	11	98
13	252	node101	319	7152	252	node101	201	6148	11	98
14	253	node102	42	904	253	node102	572	19982	11	98
15	254	node103	83	2236	254	node103	59	5490	11	98
16	255	node104	269	4727	255	node104	142	7633	11	98
17	256	node105	174	1555	256	node105	1019	53769	11	98
18	261	node110	100	928	261	node110	187	5520	11	98
19	262	node111	117	593	262	node111	238	20391	11	98
20	263	node112	22	217	263	node112	292	13593	11	98
21	264	node113	79	389	264	node113	43	391	11	98
22	265	node114	19	74	265	node114	577	12654	11	98
23	266	node115	26	685	266	node115	278	10889	11	98
24	267	node116	15	72	267	node116	58	2428	11	98
25	98	Care	135	546	98	Care	280	28638	11	98
1	10000001	root	7204	1882677	NA	NA	NA	NA	11	99
2	152	node1	2647	391089	NA	NA	NA	NA	11	99
3	154	node3	667	99502	154	node3	51	441	11	99
4	155	node4	515	51497	155	node4	20	120	11	99
5	156	node5	2349	135569	156	node5	14	94	11	99
6	157	node6	666	31539	157	node6	241	1947	11	99
7	158	node7	4311	138045	158	node7	42	325	11	99
8	247	node96	200	7261	247	node96	3997	82849	11	99
9	248	node97	78	3744	248	node97	2046	53393	11	99
10	249	node98	47	3319	249	node98	1197	58905	11	99
11	250	node99	279	16784	250	node99	503	32032	11	99
12	251	node100	813	30641	251	node100	121	4433	11	99
13	252	node101	319	7152	252	node101	201	6148	11	99
14	253	node102	42	904	253	node102	572	19982	11	99
15	254	node103	83	2236	254	node103	59	5490	11	99
16	255	node104	269	4727	255	node104	142	7633	11	99
17	256	node105	174	1555	256	node105	1019	53769	11	99
18	261	node110	100	928	261	node110	187	5520	11	99
19	262	node111	117	593	262	node111	238	20391	11	99
20	263	node112	22	217	263	node112	292	13593	11	99
21	264	node113	79	389	264	node113	43	391	11	99
22	265	node114	19	74	265	node114	577	12654	11	99
23	266	node115	26	685	266	node115	278	10889	11	99
24	267	node116	15	72	267	node116	58	2428	11	99
25	99	Cmyd	90	93	99	Cmyd	186	24699	11	99
1	10000001	root	7204	1882677	NA	NA	NA	NA	11	100
2	152	node1	2647	391089	NA	NA	NA	NA	11	100
3	154	node3	667	99502	154	node3	51	441	11	100
4	155	node4	515	51497	155	node4	20	120	11	100
5	156	node5	2349	135569	156	node5	14	94	11	100
6	157	node6	666	31539	157	node6	241	1947	11	100
7	158	node7	4311	138045	158	node7	42	325	11	100
8	247	node96	200	7261	247	node96	3997	82849	11	100
9	248	node97	78	3744	248	node97	2046	53393	11	100
10	249	node98	47	3319	249	node98	1197	58905	11	100
11	250	node99	279	16784	250	node99	503	32032	11	100
12	251	node100	813	30641	251	node100	121	4433	11	100
13	252	node101	319	7152	252	node101	201	6148	11	100
14	253	node102	42	904	253	node102	572	19982	11	100
15	254	node103	83	2236	254	node103	59	5490	11	100
16	255	node104	269	4727	255	node104	142	7633	11	100
17	256	node105	174	1555	256	node105	1019	53769	11	100
18	261	node110	100	928	261	node110	187	5520	11	100
19	262	node111	117	593	262	node111	238	20391	11	100
20	263	node112	22	217	263	node112	292	13593	11	100
21	264	node113	79	389	264	node113	43	391	11	100
22	265	node114	19	74	265	node114	577	12654	11	100
23	266	node115	26	685	266	node115	278	10889	11	100
24	100	Deco	130	138	100	Deco	298	27856	11	100
1	10000001	root	7204	1882677	NA	NA	NA	NA	11	101
2	152	node1	2647	391089	NA	NA	NA	NA	11	101
3	154	node3	667	99502	154	node3	51	441	11	101
4	155	node4	515	51497	155	node4	20	120	11	101
5	156	node5	2349	135569	156	node5	14	94	11	101
6	157	node6	666	31539	157	node6	241	1947	11	101
7	158	node7	4311	138045	158	node7	42	325	11	101
8	247	node96	200	7261	247	node96	3997	82849	11	101
9	248	node97	78	3744	248	node97	2046	53393	11	101
10	249	node98	47	3319	249	node98	1197	58905	11	101
11	250	node99	279	16784	250	node99	503	32032	11	101
12	251	node100	813	30641	251	node100	121	4433	11	101
13	252	node101	319	7152	252	node101	201	6148	11	101
14	253	node102	42	904	253	node102	572	19982	11	101
15	254	node103	83	2236	254	node103	59	5490	11	101
16	255	node104	269	4727	255	node104	142	7633	11	101
17	256	node105	174	1555	256	node105	1019	53769	11	101
18	261	node110	100	928	261	node110	187	5520	11	101
19	262	node111	117	593	262	node111	238	20391	11	101
20	263	node112	22	217	263	node112	292	13593	11	101
21	264	node113	79	389	264	node113	43	391	11	101
22	268	node117	12	32	268	node117	332	12048	11	101
23	101	Pmeg	2819	2852	101	Pmeg	964	100312	11	101
1	10000001	root	7204	1882677	NA	NA	NA	NA	11	102
2	152	node1	2647	391089	NA	NA	NA	NA	11	102
3	154	node3	667	99502	154	node3	51	441	11	102
4	155	node4	515	51497	155	node4	20	120	11	102
5	156	node5	2349	135569	156	node5	14	94	11	102
6	157	node6	666	31539	157	node6	241	1947	11	102
7	158	node7	4311	138045	158	node7	42	325	11	102
8	247	node96	200	7261	247	node96	3997	82849	11	102
9	248	node97	78	3744	248	node97	2046	53393	11	102
10	249	node98	47	3319	249	node98	1197	58905	11	102
11	250	node99	279	16784	250	node99	503	32032	11	102
12	251	node100	813	30641	251	node100	121	4433	11	102
13	252	node101	319	7152	252	node101	201	6148	11	102
14	253	node102	42	904	253	node102	572	19982	11	102
15	254	node103	83	2236	254	node103	59	5490	11	102
16	255	node104	269	4727	255	node104	142	7633	11	102
17	256	node105	174	1555	256	node105	1019	53769	11	102
18	261	node110	100	928	261	node110	187	5520	11	102
19	262	node111	117	593	262	node111	238	20391	11	102
20	263	node112	22	217	263	node112	292	13593	11	102
21	264	node113	79	389	264	node113	43	391	11	102
22	268	node117	12	32	268	node117	332	12048	11	102
23	269	node118	45	129	269	node118	491	21065	11	102
24	102	Tcar	151	166	102	Tcar	481	48334	11	102
1	10000001	root	7204	1882677	NA	NA	NA	NA	11	103
2	152	node1	2647	391089	NA	NA	NA	NA	11	103
3	154	node3	667	99502	154	node3	51	441	11	103
4	155	node4	515	51497	155	node4	20	120	11	103
5	156	node5	2349	135569	156	node5	14	94	11	103
6	157	node6	666	31539	157	node6	241	1947	11	103
7	158	node7	4311	138045	158	node7	42	325	11	103
8	247	node96	200	7261	247	node96	3997	82849	11	103
9	248	node97	78	3744	248	node97	2046	53393	11	103
10	249	node98	47	3319	249	node98	1197	58905	11	103
11	250	node99	279	16784	250	node99	503	32032	11	103
12	251	node100	813	30641	251	node100	121	4433	11	103
13	252	node101	319	7152	252	node101	201	6148	11	103
14	253	node102	42	904	253	node102	572	19982	11	103
15	254	node103	83	2236	254	node103	59	5490	11	103
16	255	node104	269	4727	255	node104	142	7633	11	103
17	256	node105	174	1555	256	node105	1019	53769	11	103
18	261	node110	100	928	261	node110	187	5520	11	103
19	262	node111	117	593	262	node111	238	20391	11	103
20	263	node112	22	217	263	node112	292	13593	11	103
21	264	node113	79	389	264	node113	43	391	11	103
22	268	node117	12	32	268	node117	332	12048	11	103
23	269	node118	45	129	269	node118	491	21065	11	103
24	103	Cpic	229	247	103	Cpic	318	16238	11	103
1	10000001	root	7204	1882677	NA	NA	NA	NA	11	104
2	152	node1	2647	391089	NA	NA	NA	NA	11	104
3	154	node3	667	99502	154	node3	51	441	11	104
4	155	node4	515	51497	155	node4	20	120	11	104
5	156	node5	2349	135569	156	node5	14	94	11	104
6	157	node6	666	31539	157	node6	241	1947	11	104
7	158	node7	4311	138045	158	node7	42	325	11	104
8	247	node96	200	7261	247	node96	3997	82849	11	104
9	248	node97	78	3744	248	node97	2046	53393	11	104
10	249	node98	47	3319	249	node98	1197	58905	11	104
11	250	node99	279	16784	250	node99	503	32032	11	104
12	251	node100	813	30641	251	node100	121	4433	11	104
13	252	node101	319	7152	252	node101	201	6148	11	104
14	253	node102	42	904	253	node102	572	19982	11	104
15	254	node103	83	2236	254	node103	59	5490	11	104
16	255	node104	269	4727	255	node104	142	7633	11	104
17	256	node105	174	1555	256	node105	1019	53769	11	104
18	261	node110	100	928	261	node110	187	5520	11	104
19	262	node111	117	593	262	node111	238	20391	11	104
20	263	node112	22	217	263	node112	292	13593	11	104
21	104	Psin	360	402	104	Psin	1983	134611	11	104
1	10000001	root	7204	1882677	NA	NA	NA	NA	11	105
2	152	node1	2647	391089	NA	NA	NA	NA	11	105
3	154	node3	667	99502	154	node3	51	441	11	105
4	155	node4	515	51497	155	node4	20	120	11	105
5	156	node5	2349	135569	156	node5	14	94	11	105
6	157	node6	666	31539	157	node6	241	1947	11	105
7	158	node7	4311	138045	158	node7	42	325	11	105
8	247	node96	200	7261	247	node96	3997	82849	11	105
9	248	node97	78	3744	248	node97	2046	53393	11	105
10	249	node98	47	3319	249	node98	1197	58905	11	105
11	250	node99	279	16784	250	node99	503	32032	11	105
12	251	node100	813	30641	251	node100	121	4433	11	105
13	252	node101	319	7152	252	node101	201	6148	11	105
14	253	node102	42	904	253	node102	572	19982	11	105
15	254	node103	83	2236	254	node103	59	5490	11	105
16	255	node104	269	4727	255	node104	142	7633	11	105
17	256	node105	174	1555	256	node105	1019	53769	11	105
18	261	node110	100	928	261	node110	187	5520	11	105
19	262	node111	117	593	262	node111	238	20391	11	105
20	270	node119	12	48	270	node119	700	27214	11	105
21	271	node120	30	193	271	node120	192	5663	11	105
22	272	node121	60	360	272	node121	220	7099	11	105
23	105	Amis	4377	5024	105	Amis	474	49748	11	105
1	10000001	root	7204	1882677	NA	NA	NA	NA	11	106
2	152	node1	2647	391089	NA	NA	NA	NA	11	106
3	154	node3	667	99502	154	node3	51	441	11	106
4	155	node4	515	51497	155	node4	20	120	11	106
5	156	node5	2349	135569	156	node5	14	94	11	106
6	157	node6	666	31539	157	node6	241	1947	11	106
7	158	node7	4311	138045	158	node7	42	325	11	106
8	247	node96	200	7261	247	node96	3997	82849	11	106
9	248	node97	78	3744	248	node97	2046	53393	11	106
10	249	node98	47	3319	249	node98	1197	58905	11	106
11	250	node99	279	16784	250	node99	503	32032	11	106
12	251	node100	813	30641	251	node100	121	4433	11	106
13	252	node101	319	7152	252	node101	201	6148	11	106
14	253	node102	42	904	253	node102	572	19982	11	106
15	254	node103	83	2236	254	node103	59	5490	11	106
16	255	node104	269	4727	255	node104	142	7633	11	106
17	256	node105	174	1555	256	node105	1019	53769	11	106
18	261	node110	100	928	261	node110	187	5520	11	106
19	262	node111	117	593	262	node111	238	20391	11	106
20	270	node119	12	48	270	node119	700	27214	11	106
21	271	node120	30	193	271	node120	192	5663	11	106
22	272	node121	60	360	272	node121	220	7099	11	106
23	106	Asin	93	113	106	Asin	477	33467	11	106
1	10000001	root	7204	1882677	NA	NA	NA	NA	11	107
2	152	node1	2647	391089	NA	NA	NA	NA	11	107
3	154	node3	667	99502	154	node3	51	441	11	107
4	155	node4	515	51497	155	node4	20	120	11	107
5	156	node5	2349	135569	156	node5	14	94	11	107
6	157	node6	666	31539	157	node6	241	1947	11	107
7	158	node7	4311	138045	158	node7	42	325	11	107
8	247	node96	200	7261	247	node96	3997	82849	11	107
9	248	node97	78	3744	248	node97	2046	53393	11	107
10	249	node98	47	3319	249	node98	1197	58905	11	107
11	250	node99	279	16784	250	node99	503	32032	11	107
12	251	node100	813	30641	251	node100	121	4433	11	107
13	252	node101	319	7152	252	node101	201	6148	11	107
14	253	node102	42	904	253	node102	572	19982	11	107
15	254	node103	83	2236	254	node103	59	5490	11	107
16	255	node104	269	4727	255	node104	142	7633	11	107
17	256	node105	174	1555	256	node105	1019	53769	11	107
18	261	node110	100	928	261	node110	187	5520	11	107
19	262	node111	117	593	262	node111	238	20391	11	107
20	270	node119	12	48	270	node119	700	27214	11	107
21	271	node120	30	193	271	node120	192	5663	11	107
22	273	node122	0	0	273	node122	1068	111646	11	107
23	107	Ggan	8	8	107	Ggan	520	60463	11	107
1	10000001	root	7204	1882677	NA	NA	NA	NA	11	108
2	152	node1	2647	391089	NA	NA	NA	NA	11	108
3	154	node3	667	99502	154	node3	51	441	11	108
4	155	node4	515	51497	155	node4	20	120	11	108
5	156	node5	2349	135569	156	node5	14	94	11	108
6	157	node6	666	31539	157	node6	241	1947	11	108
7	158	node7	4311	138045	158	node7	42	325	11	108
8	247	node96	200	7261	247	node96	3997	82849	11	108
9	248	node97	78	3744	248	node97	2046	53393	11	108
10	249	node98	47	3319	249	node98	1197	58905	11	108
11	250	node99	279	16784	250	node99	503	32032	11	108
12	251	node100	813	30641	251	node100	121	4433	11	108
13	252	node101	319	7152	252	node101	201	6148	11	108
14	253	node102	42	904	253	node102	572	19982	11	108
15	254	node103	83	2236	254	node103	59	5490	11	108
16	255	node104	269	4727	255	node104	142	7633	11	108
17	256	node105	174	1555	256	node105	1019	53769	11	108
18	261	node110	100	928	261	node110	187	5520	11	108
19	262	node111	117	593	262	node111	238	20391	11	108
20	270	node119	12	48	270	node119	700	27214	11	108
21	271	node120	30	193	271	node120	192	5663	11	108
22	273	node122	0	0	273	node122	1068	111646	11	108
23	108	Cpor	201	204	108	Cpor	460	47893	11	108
1	10000001	root	7204	1882677	NA	NA	NA	NA	11	109
2	152	node1	2647	391089	NA	NA	NA	NA	11	109
3	154	node3	667	99502	154	node3	51	441	11	109
4	155	node4	515	51497	155	node4	20	120	11	109
5	156	node5	2349	135569	156	node5	14	94	11	109
6	157	node6	666	31539	157	node6	241	1947	11	109
7	158	node7	4311	138045	158	node7	42	325	11	109
8	247	node96	200	7261	247	node96	3997	82849	11	109
9	248	node97	78	3744	248	node97	2046	53393	11	109
10	249	node98	47	3319	249	node98	1197	58905	11	109
11	250	node99	279	16784	250	node99	503	32032	11	109
12	251	node100	813	30641	251	node100	121	4433	11	109
13	252	node101	319	7152	252	node101	201	6148	11	109
14	253	node102	42	904	253	node102	572	19982	11	109
15	254	node103	83	2236	254	node103	59	5490	11	109
16	255	node104	269	4727	255	node104	142	7633	11	109
17	256	node105	174	1555	256	node105	1019	53769	11	109
18	261	node110	100	928	261	node110	187	5520	11	109
19	262	node111	117	593	262	node111	238	20391	11	109
20	270	node119	12	48	270	node119	700	27214	11	109
21	274	node123	18	73	274	node123	1051	83661	11	109
22	109	Tgut	420	465	109	Tgut	500	63517	11	109
1	10000001	root	7204	1882677	NA	NA	NA	NA	11	110
2	152	node1	2647	391089	NA	NA	NA	NA	11	110
3	154	node3	667	99502	154	node3	51	441	11	110
4	155	node4	515	51497	155	node4	20	120	11	110
5	156	node5	2349	135569	156	node5	14	94	11	110
6	157	node6	666	31539	157	node6	241	1947	11	110
7	158	node7	4311	138045	158	node7	42	325	11	110
8	247	node96	200	7261	247	node96	3997	82849	11	110
9	248	node97	78	3744	248	node97	2046	53393	11	110
10	249	node98	47	3319	249	node98	1197	58905	11	110
11	250	node99	279	16784	250	node99	503	32032	11	110
12	251	node100	813	30641	251	node100	121	4433	11	110
13	252	node101	319	7152	252	node101	201	6148	11	110
14	253	node102	42	904	253	node102	572	19982	11	110
15	254	node103	83	2236	254	node103	59	5490	11	110
16	255	node104	269	4727	255	node104	142	7633	11	110
17	256	node105	174	1555	256	node105	1019	53769	11	110
18	261	node110	100	928	261	node110	187	5520	11	110
19	262	node111	117	593	262	node111	238	20391	11	110
20	270	node119	12	48	270	node119	700	27214	11	110
21	274	node123	18	73	274	node123	1051	83661	11	110
22	110	Ggal	339	545	110	Ggal	370	45870	11	110
1	10000001	root	7204	1882677	NA	NA	NA	NA	11	111
2	152	node1	2647	391089	NA	NA	NA	NA	11	111
3	154	node3	667	99502	154	node3	51	441	11	111
4	155	node4	515	51497	155	node4	20	120	11	111
5	156	node5	2349	135569	156	node5	14	94	11	111
6	157	node6	666	31539	157	node6	241	1947	11	111
7	158	node7	4311	138045	158	node7	42	325	11	111
8	247	node96	200	7261	247	node96	3997	82849	11	111
9	248	node97	78	3744	248	node97	2046	53393	11	111
10	249	node98	47	3319	249	node98	1197	58905	11	111
11	250	node99	279	16784	250	node99	503	32032	11	111
12	251	node100	813	30641	251	node100	121	4433	11	111
13	252	node101	319	7152	252	node101	201	6148	11	111
14	253	node102	42	904	253	node102	572	19982	11	111
15	254	node103	83	2236	254	node103	59	5490	11	111
16	255	node104	269	4727	255	node104	142	7633	11	111
17	256	node105	174	1555	256	node105	1019	53769	11	111
18	261	node110	100	928	261	node110	187	5520	11	111
19	275	node124	31	487	275	node124	1091	35074	11	111
20	111	Emac	158	416	111	Emac	607	41058	11	111
1	10000001	root	7204	1882677	NA	NA	NA	NA	11	112
2	152	node1	2647	391089	NA	NA	NA	NA	11	112
3	154	node3	667	99502	154	node3	51	441	11	112
4	155	node4	515	51497	155	node4	20	120	11	112
5	156	node5	2349	135569	156	node5	14	94	11	112
6	157	node6	666	31539	157	node6	241	1947	11	112
7	158	node7	4311	138045	158	node7	42	325	11	112
8	247	node96	200	7261	247	node96	3997	82849	11	112
9	248	node97	78	3744	248	node97	2046	53393	11	112
10	249	node98	47	3319	249	node98	1197	58905	11	112
11	250	node99	279	16784	250	node99	503	32032	11	112
12	251	node100	813	30641	251	node100	121	4433	11	112
13	252	node101	319	7152	252	node101	201	6148	11	112
14	253	node102	42	904	253	node102	572	19982	11	112
15	254	node103	83	2236	254	node103	59	5490	11	112
16	255	node104	269	4727	255	node104	142	7633	11	112
17	256	node105	174	1555	256	node105	1019	53769	11	112
18	261	node110	100	928	261	node110	187	5520	11	112
19	275	node124	31	487	275	node124	1091	35074	11	112
20	276	node125	9	49	276	node125	155	10730	11	112
21	112	Ctig	171	580	112	Ctig	501	49908	11	112
1	10000001	root	7204	1882677	NA	NA	NA	NA	11	113
2	152	node1	2647	391089	NA	NA	NA	NA	11	113
3	154	node3	667	99502	154	node3	51	441	11	113
4	155	node4	515	51497	155	node4	20	120	11	113
5	156	node5	2349	135569	156	node5	14	94	11	113
6	157	node6	666	31539	157	node6	241	1947	11	113
7	158	node7	4311	138045	158	node7	42	325	11	113
8	247	node96	200	7261	247	node96	3997	82849	11	113
9	248	node97	78	3744	248	node97	2046	53393	11	113
10	249	node98	47	3319	249	node98	1197	58905	11	113
11	250	node99	279	16784	250	node99	503	32032	11	113
12	251	node100	813	30641	251	node100	121	4433	11	113
13	252	node101	319	7152	252	node101	201	6148	11	113
14	253	node102	42	904	253	node102	572	19982	11	113
15	254	node103	83	2236	254	node103	59	5490	11	113
16	255	node104	269	4727	255	node104	142	7633	11	113
17	256	node105	174	1555	256	node105	1019	53769	11	113
18	261	node110	100	928	261	node110	187	5520	11	113
19	275	node124	31	487	275	node124	1091	35074	11	113
20	276	node125	9	49	276	node125	155	10730	11	113
21	113	Acar	200	929	113	Acar	853	86083	11	113
1	10000001	root	7204	1882677	NA	NA	NA	NA	11	114
2	152	node1	2647	391089	NA	NA	NA	NA	11	114
3	154	node3	667	99502	154	node3	51	441	11	114
4	155	node4	515	51497	155	node4	20	120	11	114
5	156	node5	2349	135569	156	node5	14	94	11	114
6	157	node6	666	31539	157	node6	241	1947	11	114
7	158	node7	4311	138045	158	node7	42	325	11	114
8	247	node96	200	7261	247	node96	3997	82849	11	114
9	248	node97	78	3744	248	node97	2046	53393	11	114
10	249	node98	47	3319	249	node98	1197	58905	11	114
11	250	node99	279	16784	250	node99	503	32032	11	114
12	251	node100	813	30641	251	node100	121	4433	11	114
13	252	node101	319	7152	252	node101	201	6148	11	114
14	253	node102	42	904	253	node102	572	19982	11	114
