cval	gain_rate	cumulative_gain_rate	gain_rate_aquatic	cumulative_gain_rate_aquatic	gain_rate_all_aquatic	cumulative_gain_rate_all_aquatic
11	9.032852750646263	10.38910307579952	9.032852750646263	10.38910307579952	9.032852750646263	10.38910307579952
11	10.13644744412418	9.006957410985612	2.627722747889978	1.9139454115748213	17.035250272243008	6.673288412886132
11	14.67031964230891	23.387671937041826	2.8460483061233415	1.3499677619638935	102.68789201402602	8.666135906112565
11	13.870887947722805	7.399999013575235	3.0387157340952013	3.4532414661476625	14.03603084840209	9.828816475679574
11	42.60009837242281	7.439140257331125	2.717621444539997	2.696385760455273	8.97425120683449	15.652589755799543
11	24.222670307016383	6.578511398039797	3.0979426697578405	2.087263188787719	183.70053907048734	5.527612095916342
11	11.477349546904733	9.748516802697717	2.0645804145668927	1.9633073637956082	16.86330968247175	10.11181133073536
11	7.189639769775056	6.916732496087116	3.0937054393093177	2.9010758605863223	15.640564433473935	24.006043346416384
11	68.83909313652565	12.582164367588708	2.2996084949637567	1.6285076674221584	159.3818991505126	4.778499548336166
11	6.908449724849784	4.972015868101619	2.8668077085895405	2.5393635904256113	9.26376118059769	5.368473151683047
11	29.629928179914035	8.909460088348041	2.3130029497546203	2.1830932674757264	6.240946158119604	2.908704614723104
11	6.170487073433268	4.072975709835991	4.055092057262164	3.034490358367174	57.15807296110225	19.321085520299476
11	7.214966554315513	3.5130519326429135	2.745761217979545	2.144217118430489	13.57305127501424	7.099731486322089
11	7.031128907779131	19.26882562072676	3.1713392338840314	3.4715479218026135	19.546237361117786	5.162829051096199
11	36.7905692612094	9.569145429745763	2.9955863892288628	2.6232700884173368	10.73011167848595	9.195161333730965
11	5.205298813046492	7.731593031104413	4.525026339756311	1.7095317400840724	8.67475998817156	2.877156930420632
11	10.892095123884049	8.195906093868011	2.54042167860901	1.6105493993474473	12.536391451772412	10.134028134175475
11	18.566481530844342	6.074866249666246	2.280510746030855	1.3936863129020243	22.370812972015838	5.770264176811315
11	87.55021841822605	15.173418757823187	2.126513101618359	1.7322559808582378	5.623123343523139	4.224032479467008
11	20.74177907664527	15.656334407628451	4.490526215749401	3.034826734150435	78.62178208043503	7.959636361539723
11	42.68894686242314	27.367913226869028	3.137859199990881	1.6912514664891274	15.284059434470457	5.246823799792415
11	8.09143495139912	15.242661594092205	2.5612101315923552	2.4980213819920465	17.833596913486364	4.064581013891713
11	7.029017020661085	22.934013813944095	2.9302089931729216	2.0209925223276675	26.257198108526772	8.954862147842675
11	24.98755099980777	35.83740922954797	1.8214833976790976	1.8739730650840811	18.76208151803348	4.892453056453897
11	11.389657147549784	23.647235817670712	3.568678468338337	1.6367546603370948	136.87607401936913	8.827694567296659
11	74.60928656846008	5.605396465796288	2.5284367953704767	2.20910158999793	26.81890551991881	8.059633123678921
11	8.207844775887818	6.507778209694979	3.295848092914053	1.666400255084198	30.79632731203084	11.057573857860122
11	14.698311608149995	5.570902951050544	3.194130554807848	2.761292678263939	20.687985104956567	7.423148754308141
11	10.09870999524422	8.477884307386836	1.5087860600654457	1.6339193321277659	26.635476746908633	14.405210722386853
11	8.647415842184548	5.033257363567819	3.0284740282102858	1.5380463902009667	36.010656529782125	10.588008694934375
11	18.48887896556342	39.56121655207898	2.586292369753617	1.8741360361056127	7.484397813094729	4.318847254258859
