representative	minTaxID
pid|0000000000014618641|tx|146|	146
pid|0000000000014613315|tx|146|	146
pid|0000000000014619731|tx|146|	146
pid|0000000000014613478|tx|146|	146
pid|0000000000014613493|tx|146|	146
pid|0000000000014620252|tx|146|	146
pid|0000000000014613612|tx|146|	146
pid|0000000000014613745|tx|146|	146
pid|0000000000014613767|tx|146|	146
pid|0000000000014620978|tx|146|	146
pid|0000000000014618583|tx|146|	146
pid|0000000000014614129|tx|146|	146
pid|0000000000014616429|tx|146|	146
pid|0000000000014613937|tx|146|	146
pid|0000000000014614030|tx|146|	146
pid|0000000000014615771|tx|146|	146
pid|0000000000014619683|tx|146|	146
pid|0000000000014614209|tx|146|	146
pid|0000000000014614352|tx|146|	146
pid|0000000000014614468|tx|146|	146
pid|0000000000014614563|tx|146|	146
pid|0000000000014617352|tx|146|	146
pid|0000000000014620623|tx|146|	146
pid|0000000000014614842|tx|146|	146
pid|0000000000014618200|tx|146|	146
pid|0000000000014616576|tx|146|	146
pid|0000000000014614946|tx|146|	146
pid|0000000000014615004|tx|146|	146
pid|0000000000014615049|tx|146|	146
pid|0000000000014615112|tx|146|	146
pid|0000000000014617946|tx|146|	146
pid|0000000000014615858|tx|146|	146
pid|0000000000014615298|tx|146|	146
pid|0000000000014615312|tx|146|	146
pid|0000000000014620077|tx|146|	146
pid|0000000000014615417|tx|146|	146
pid|0000000000014617787|tx|146|	146
pid|0000000000014615571|tx|146|	146
pid|0000000000014615758|tx|146|	146
pid|0000000000014615796|tx|146|	146
pid|0000000000014615871|tx|146|	146
pid|0000000000014615943|tx|146|	146
pid|0000000000014621283|tx|146|	146
pid|0000000000014616163|tx|146|	146
pid|0000000000014616353|tx|146|	146
pid|0000000000014616401|tx|146|	146
pid|0000000000014618855|tx|146|	146
pid|0000000000014619101|tx|146|	146
pid|0000000000014616823|tx|146|	146
pid|0000000000014616932|tx|146|	146
pid|0000000000014620370|tx|146|	146
pid|0000000000014618157|tx|146|	146
pid|0000000000014620210|tx|146|	146
pid|0000000000014620661|tx|146|	146
pid|0000000000014621275|tx|146|	146
pid|0000000000014619676|tx|146|	146
pid|0000000000014618707|tx|146|	146
pid|0000000000014619589|tx|146|	146
pid|0000000000014621678|tx|146|	146
pid|0000000000014619356|tx|146|	146
pid|0000000000014619575|tx|146|	146
pid|0000000000014619850|tx|146|	146
pid|0000000000014620645|tx|146|	146
pid|0000000000014621062|tx|146|	146
pid|0000000000014620730|tx|146|	146
pid|0000000000001481810|tx|148|	300
pid|0000000000000148287|tx|148|	300
pid|0000000000001481482|tx|148|	300
pid|0000000000001481743|tx|148|	301
pid|0000000000001484969|tx|148|	300
pid|0000000000000148510|tx|148|	301
pid|0000000000001483408|tx|148|	301
pid|0000000000001484673|tx|148|	300
pid|0000000000014816602|tx|148|	300
pid|0000000000001482589|tx|148|	301
pid|0000000000001485789|tx|148|	301
pid|0000000000000014812|tx|148|	301
pid|0000000000001485523|tx|148|	301
pid|0000000000000148138|tx|148|	301
pid|0000000000000148615|tx|148|	301
pid|0000000000001483212|tx|148|	301
pid|0000000000014715490|tx|147|	147
pid|0000000000000148619|tx|148|	301
pid|0000000000001485183|tx|148|	300
pid|0000000000001485591|tx|148|	301
pid|0000000000000148144|tx|148|	300
pid|0000000000001481218|tx|148|	301
pid|0000000000001483381|tx|148|	301
pid|0000000000001483666|tx|148|	300
pid|0000000000001488576|tx|148|	301
pid|0000000000001489559|tx|148|	300
pid|0000000000000148896|tx|148|	301
pid|0000000000001485403|tx|148|	301
pid|0000000000014718205|tx|147|	147
pid|0000000000014718300|tx|147|	147
pid|0000000000001482199|tx|148|	300
pid|0000000000014811759|tx|148|	300
pid|0000000000001481385|tx|148|	301
pid|0000000000001482115|tx|148|	301
pid|0000000000001482218|tx|148|	301
pid|0000000000001483785|tx|148|	301
pid|0000000000001486909|tx|148|	301
pid|0000000000001488430|tx|148|	300
pid|0000000000014810870|tx|148|	301
pid|0000000000000148265|tx|148|	301
pid|0000000000001483058|tx|148|	301
pid|0000000000001486407|tx|148|	301
pid|0000000000014829587|tx|148|	301
pid|0000000000000148887|tx|148|	301
pid|0000000000001482113|tx|148|	300
pid|0000000000001484708|tx|148|	301
pid|0000000000001484116|tx|148|	300
pid|0000000000001485107|tx|148|	301
pid|0000000000001473330|tx|147|	147
pid|0000000000000148333|tx|148|	301
pid|0000000000001481458|tx|148|	300
pid|0000000000001482133|tx|148|	301
pid|0000000000001482613|tx|148|	301
pid|0000000000001484242|tx|148|	301
pid|0000000000001485876|tx|148|	301
pid|0000000000001486364|tx|148|	301
pid|0000000000014815835|tx|148|	301
pid|0000000000014818791|tx|148|	301
pid|0000000000000148382|tx|148|	301
pid|0000000000001484208|tx|148|	301
pid|0000000000001488176|tx|148|	301
pid|0000000000014810677|tx|148|	301
pid|0000000000014812167|tx|148|	301
pid|0000000000014818493|tx|148|	301
pid|0000000000014911517|tx|149|	300
pid|0000000000001482051|tx|148|	301
pid|0000000000001482427|tx|148|	300
pid|0000000000001484496|tx|148|	300
pid|0000000000001489272|tx|148|	301
pid|0000000000001489426|tx|148|	301
pid|0000000000014814773|tx|148|	301
pid|0000000000014832537|tx|148|	301
pid|0000000000000148267|tx|148|	300
pid|0000000000000148598|tx|148|	300
pid|0000000000000148618|tx|148|	301
pid|0000000000001481335|tx|148|	301
pid|0000000000001489280|tx|148|	301
pid|0000000000014814293|tx|148|	300
pid|0000000000014825403|tx|148|	300
pid|0000000000014712349|tx|147|	147
pid|0000000000014719598|tx|147|	147
pid|0000000000014718906|tx|147|	147
pid|0000000000000148773|tx|148|	301
pid|0000000000001484602|tx|148|	301
pid|0000000000001485120|tx|148|	301
pid|0000000000001485264|tx|148|	301
pid|0000000000014810912|tx|148|	301
pid|0000000000014812358|tx|148|	301
pid|0000000000014816726|tx|148|	300
pid|0000000000014817231|tx|148|	301
pid|0000000000014830211|tx|148|	300
pid|0000000000014713722|tx|147|	147
pid|0000000000001481341|tx|148|	301
pid|0000000000001481669|tx|148|	301
pid|0000000000001483410|tx|148|	301
pid|0000000000001484253|tx|148|	301
pid|0000000000001484431|tx|148|	300
pid|0000000000001484800|tx|148|	301
pid|0000000000001486782|tx|148|	300
pid|0000000000001488184|tx|148|	301
pid|0000000000001488230|tx|148|	300
pid|0000000000001489186|tx|148|	301
pid|0000000000001489821|tx|148|	301
pid|0000000000014810885|tx|148|	301
pid|0000000000014812747|tx|148|	300
pid|0000000000014814963|tx|148|	300
pid|0000000000014817469|tx|148|	300
pid|0000000000014818839|tx|148|	301
pid|0000000000014821428|tx|148|	301
pid|0000000000014825562|tx|148|	301
pid|0000000000014833066|tx|148|	301
pid|0000000000014836642|tx|148|	300
pid|0000000000001471471|tx|147|	147
pid|0000000000014711265|tx|147|	147
pid|0000000000001477456|tx|147|	147
pid|0000000000000148740|tx|148|	301
pid|0000000000001481725|tx|148|	301
pid|0000000000001482280|tx|148|	301
pid|0000000000001482527|tx|148|	301
pid|0000000000001482564|tx|148|	301
pid|0000000000001482652|tx|148|	301
pid|0000000000001483173|tx|148|	300
pid|0000000000001484932|tx|148|	300
pid|0000000000001484968|tx|148|	301
pid|0000000000001486545|tx|148|	301
pid|0000000000001486568|tx|148|	301
pid|0000000000001489635|tx|148|	300
pid|0000000000001489647|tx|148|	300
pid|0000000000014810471|tx|148|	300
pid|0000000000014811055|tx|148|	301
pid|0000000000014811855|tx|148|	300
pid|0000000000014812832|tx|148|	301
pid|0000000000014813532|tx|148|	301
pid|0000000000014814064|tx|148|	301
pid|0000000000014814812|tx|148|	301
pid|0000000000014815393|tx|148|	301
pid|0000000000014817833|tx|148|	301
pid|0000000000014821289|tx|148|	300
pid|0000000000014824908|tx|148|	301
pid|0000000000014828479|tx|148|	300
pid|0000000000014837301|tx|148|	301
pid|0000000000001474713|tx|147|	147
pid|0000000000000014872|tx|148|	301
pid|0000000000000014888|tx|148|	301
pid|0000000000000148679|tx|148|	300
pid|0000000000001481971|tx|148|	301
pid|0000000000001482018|tx|148|	300
pid|0000000000001482899|tx|148|	300
pid|0000000000001483012|tx|148|	301
pid|0000000000001483275|tx|148|	301
pid|0000000000001483563|tx|148|	300
pid|0000000000001483906|tx|148|	300
pid|0000000000001484195|tx|148|	301
pid|0000000000001484357|tx|148|	301
pid|0000000000001484591|tx|148|	301
pid|0000000000001485828|tx|148|	301
pid|0000000000001486546|tx|148|	300
pid|0000000000001486935|tx|148|	301
pid|0000000000001487362|tx|148|	301
pid|0000000000001487947|tx|148|	301
pid|0000000000001488940|tx|148|	300
pid|0000000000001489958|tx|148|	300
pid|0000000000014810377|tx|148|	301
pid|0000000000014810489|tx|148|	301
pid|0000000000014810795|tx|148|	301
pid|0000000000014811269|tx|148|	301
pid|0000000000014811555|tx|148|	301
pid|0000000000014811640|tx|148|	300
pid|0000000000014813052|tx|148|	301
pid|0000000000014814658|tx|148|	300
pid|0000000000014815292|tx|148|	301
pid|0000000000014815513|tx|148|	301
pid|0000000000014815850|tx|148|	301
pid|0000000000014816054|tx|148|	301
pid|0000000000014817832|tx|148|	301
pid|0000000000014818522|tx|148|	301
pid|0000000000014819552|tx|148|	300
pid|0000000000014821385|tx|148|	301
pid|0000000000014822914|tx|148|	301
pid|0000000000014824622|tx|148|	301
pid|0000000000014825284|tx|148|	301
pid|0000000000014825572|tx|148|	301
pid|0000000000014826561|tx|148|	301
pid|0000000000014827554|tx|148|	301
pid|0000000000014827764|tx|148|	301
pid|0000000000014828014|tx|148|	300
pid|0000000000014829923|tx|148|	301
pid|0000000000014830922|tx|148|	300
pid|0000000000014833256|tx|148|	300
pid|0000000000014839724|tx|148|	301
pid|0000000000001472082|tx|147|	147
pid|0000000000014710884|tx|147|	147
pid|0000000000001473633|tx|147|	147
pid|0000000000014713655|tx|147|	147
pid|0000000000000014850|tx|148|	301
pid|0000000000000148347|tx|148|	301
pid|0000000000000148368|tx|148|	301
pid|0000000000000148454|tx|148|	301
pid|0000000000001481154|tx|148|	301
pid|0000000000001481829|tx|148|	301
pid|0000000000001482521|tx|148|	301
pid|0000000000001482653|tx|148|	301
pid|0000000000001483168|tx|148|	301
pid|0000000000001483256|tx|148|	301
pid|0000000000001483338|tx|148|	300
pid|0000000000001483610|tx|148|	300
pid|0000000000001483829|tx|148|	301
pid|0000000000001484652|tx|148|	301
pid|0000000000001484701|tx|148|	301
pid|0000000000001485419|tx|148|	301
pid|0000000000001485655|tx|148|	301
pid|0000000000001486114|tx|148|	301
pid|0000000000001486320|tx|148|	300
pid|0000000000001486760|tx|148|	300
pid|0000000000001486830|tx|148|	301
pid|0000000000001487097|tx|148|	300
pid|0000000000001487766|tx|148|	300
pid|0000000000001488091|tx|148|	301
pid|0000000000001488146|tx|148|	300
pid|0000000000001488367|tx|148|	301
pid|0000000000001488603|tx|148|	301
pid|0000000000001488740|tx|148|	301
pid|0000000000001489506|tx|148|	301
pid|0000000000001489776|tx|148|	301
pid|0000000000001489850|tx|148|	300
pid|0000000000001489884|tx|148|	300
pid|0000000000014810487|tx|148|	301
pid|0000000000014810706|tx|148|	301
pid|0000000000014810789|tx|148|	300
pid|0000000000014811443|tx|148|	301
pid|0000000000014811824|tx|148|	301
pid|0000000000014812128|tx|148|	300
pid|0000000000014812228|tx|148|	301
pid|0000000000014812285|tx|148|	301
pid|0000000000014812730|tx|148|	301
pid|0000000000014813110|tx|148|	301
pid|0000000000014813992|tx|148|	300
pid|0000000000014814865|tx|148|	301
pid|0000000000014814948|tx|148|	301
pid|0000000000014815128|tx|148|	301
pid|0000000000014815243|tx|148|	300
pid|0000000000014815778|tx|148|	300
pid|0000000000014816454|tx|148|	301
pid|0000000000014816517|tx|148|	301
pid|0000000000014816551|tx|148|	301
pid|0000000000014817239|tx|148|	300
pid|0000000000014817838|tx|148|	301
pid|0000000000014818782|tx|148|	300
pid|0000000000014818804|tx|148|	301
pid|0000000000014819799|tx|148|	301
pid|0000000000014819869|tx|148|	300
pid|0000000000014820679|tx|148|	301
pid|0000000000014821998|tx|148|	300
pid|0000000000014823235|tx|148|	301
pid|0000000000014823787|tx|148|	301
pid|0000000000014823869|tx|148|	301
pid|0000000000014824178|tx|148|	300
pid|0000000000014825787|tx|148|	301
pid|0000000000014826276|tx|148|	301
pid|0000000000014826588|tx|148|	300
pid|0000000000014827947|tx|148|	301
pid|0000000000014828925|tx|148|	301
pid|0000000000014830273|tx|148|	301
pid|0000000000014833082|tx|148|	300
pid|0000000000014833554|tx|148|	301
pid|0000000000014835913|tx|148|	301
pid|0000000000014836579|tx|148|	301
pid|0000000000014836762|tx|148|	301
pid|0000000000014837958|tx|148|	301
pid|0000000000014839314|tx|148|	300
pid|0000000000014849958|tx|148|	300
pid|0000000000000147349|tx|147|	147
pid|0000000000014713636|tx|147|	147
pid|0000000000014718348|tx|147|	147
pid|0000000000001471585|tx|147|	147
pid|0000000000014716642|tx|147|	147
pid|0000000000001472780|tx|147|	147
pid|0000000000001472937|tx|147|	147
pid|0000000000014722516|tx|147|	147
pid|0000000000014716865|tx|147|	147
pid|0000000000014711877|tx|147|	147
pid|0000000000000148129|tx|148|	300
pid|0000000000000148342|tx|148|	301
pid|0000000000000148641|tx|148|	301
pid|0000000000000148643|tx|148|	300
pid|0000000000000148778|tx|148|	301
pid|0000000000000148927|tx|148|	301
pid|0000000000001481399|tx|148|	301
pid|0000000000001481419|tx|148|	301
pid|0000000000001481863|tx|148|	301
pid|0000000000001482165|tx|148|	301
pid|0000000000001482614|tx|148|	301
pid|0000000000001482704|tx|148|	301
pid|0000000000001482779|tx|148|	300
pid|0000000000001482828|tx|148|	301
pid|0000000000001483626|tx|148|	300
pid|0000000000001483847|tx|148|	300
pid|0000000000001484249|tx|148|	300
pid|0000000000001484281|tx|148|	301
pid|0000000000001484452|tx|148|	301
pid|0000000000001484456|tx|148|	301
pid|0000000000001484629|tx|148|	301
pid|0000000000001485177|tx|148|	301
pid|0000000000001485361|tx|148|	301
pid|0000000000001485495|tx|148|	301
pid|0000000000001485884|tx|148|	301
pid|0000000000001485938|tx|148|	301
pid|0000000000001486148|tx|148|	301
pid|0000000000001486164|tx|148|	300
pid|0000000000001486185|tx|148|	301
pid|0000000000001486333|tx|148|	301
pid|0000000000001486467|tx|148|	301
pid|0000000000001486468|tx|148|	301
pid|0000000000001487513|tx|148|	301
pid|0000000000001487786|tx|148|	301
pid|0000000000001488272|tx|148|	301
pid|0000000000001488402|tx|148|	301
pid|0000000000001489422|tx|148|	301
pid|0000000000001489514|tx|148|	301
pid|0000000000001489644|tx|148|	301
pid|0000000000001489740|tx|148|	301
pid|0000000000014810299|tx|148|	300
pid|0000000000014810537|tx|148|	301
pid|0000000000014810739|tx|148|	301
pid|0000000000014811130|tx|148|	301
pid|0000000000014811182|tx|148|	300
pid|0000000000014811276|tx|148|	301
pid|0000000000014812125|tx|148|	301
pid|0000000000014812318|tx|148|	301
pid|0000000000014812346|tx|148|	301
pid|0000000000014812420|tx|148|	301
pid|0000000000014812721|tx|148|	301
pid|0000000000014813122|tx|148|	301
pid|0000000000014813348|tx|148|	300
pid|0000000000014813832|tx|148|	301
pid|0000000000014813960|tx|148|	301
pid|0000000000014814550|tx|148|	301
pid|0000000000014815325|tx|148|	301
pid|0000000000014816004|tx|148|	301
pid|0000000000014816154|tx|148|	301
pid|0000000000014816303|tx|148|	301
pid|0000000000014816482|tx|148|	301
pid|0000000000014816505|tx|148|	301
pid|0000000000014816617|tx|148|	301
pid|0000000000014817056|tx|148|	301
pid|0000000000014817948|tx|148|	301
pid|0000000000014818041|tx|148|	301
pid|0000000000014818077|tx|148|	300
pid|0000000000014818085|tx|148|	301
pid|0000000000014818676|tx|148|	300
pid|0000000000014819110|tx|148|	301
pid|0000000000014819223|tx|148|	301
pid|0000000000014819254|tx|148|	301
pid|0000000000014819473|tx|148|	301
pid|0000000000014819475|tx|148|	301
pid|0000000000014819833|tx|148|	301
pid|0000000000014821647|tx|148|	300
pid|0000000000014821849|tx|148|	301
pid|0000000000014821876|tx|148|	301
pid|0000000000014822240|tx|148|	301
pid|0000000000014822329|tx|148|	301
pid|0000000000014822502|tx|148|	301
pid|0000000000014822795|tx|148|	301
pid|0000000000014823141|tx|148|	301
pid|0000000000014823631|tx|148|	300
pid|0000000000014823720|tx|148|	301
pid|0000000000014823836|tx|148|	301
pid|0000000000014823889|tx|148|	300
pid|0000000000014825529|tx|148|	301
pid|0000000000014825888|tx|148|	301
pid|0000000000014826171|tx|148|	301
pid|0000000000014826772|tx|148|	301
pid|0000000000014827857|tx|148|	301
pid|0000000000014828033|tx|148|	301
pid|0000000000014828343|tx|148|	301
pid|0000000000014828687|tx|148|	301
pid|0000000000014828754|tx|148|	301
pid|0000000000014830275|tx|148|	301
pid|0000000000014830958|tx|148|	301
pid|0000000000014832672|tx|148|	300
pid|0000000000014833991|tx|148|	301
pid|0000000000014834059|tx|148|	300
pid|0000000000014834181|tx|148|	300
pid|0000000000014837792|tx|148|	301
pid|0000000000014838535|tx|148|	301
pid|0000000000014838540|tx|148|	300
pid|0000000000014838608|tx|148|	301
pid|0000000000014840448|tx|148|	300
pid|0000000000014840546|tx|148|	301
pid|0000000000014841082|tx|148|	300
pid|0000000000014842406|tx|148|	300
pid|0000000000014843550|tx|148|	301
pid|0000000000014843920|tx|148|	301
pid|0000000000014845336|tx|148|	301
pid|0000000000014846038|tx|148|	301
pid|0000000000014849413|tx|148|	301
pid|0000000000014850526|tx|148|	301
pid|0000000000014714686|tx|147|	147
pid|0000000000001479560|tx|147|	147
pid|0000000000000147516|tx|147|	147
pid|0000000000014718431|tx|147|	147
pid|0000000000000147834|tx|147|	147
pid|0000000000014721737|tx|147|	147
pid|0000000000001474327|tx|147|	147
pid|0000000000001475801|tx|147|	147
pid|0000000000001474651|tx|147|	147
pid|0000000000014720606|tx|147|	147
pid|0000000000014710487|tx|147|	147
pid|0000000000014715697|tx|147|	147
pid|0000000000014710626|tx|147|	147
pid|0000000000001478934|tx|147|	147
pid|0000000000014717658|tx|147|	147
pid|0000000000014720398|tx|147|	147
pid|0000000000001478240|tx|147|	147
pid|0000000000014721060|tx|147|	147
pid|0000000000014722514|tx|147|	147
pid|0000000000014714815|tx|147|	147
pid|0000000000014723756|tx|147|	147
pid|0000000000014716171|tx|147|	147
pid|0000000000000014832|tx|148|	301
pid|0000000000000014884|tx|148|	301
pid|0000000000000148121|tx|148|	301
pid|0000000000000148226|tx|148|	301
pid|0000000000000148276|tx|148|	301
pid|0000000000000148427|tx|148|	301
pid|0000000000000148520|tx|148|	301
pid|0000000000000148922|tx|148|	301
pid|0000000000000148987|tx|148|	301
pid|0000000000001481080|tx|148|	301
pid|0000000000001481109|tx|148|	301
pid|0000000000001481167|tx|148|	301
pid|0000000000001481348|tx|148|	301
pid|0000000000001481639|tx|148|	301
pid|0000000000001481703|tx|148|	301
pid|0000000000001481776|tx|148|	301
pid|0000000000001481808|tx|148|	301
pid|0000000000001481851|tx|148|	301
pid|0000000000001482096|tx|148|	301
pid|0000000000001482342|tx|148|	301
pid|0000000000001482406|tx|148|	301
pid|0000000000001482489|tx|148|	301
pid|0000000000001482552|tx|148|	300
pid|0000000000001482587|tx|148|	301
pid|0000000000001482696|tx|148|	301
pid|0000000000001482750|tx|148|	301
pid|0000000000001482889|tx|148|	301
pid|0000000000001483032|tx|148|	301
pid|0000000000001483037|tx|148|	301
pid|0000000000001483108|tx|148|	301
pid|0000000000001483222|tx|148|	301
pid|0000000000001483527|tx|148|	301
pid|0000000000001483885|tx|148|	301
pid|0000000000001484001|tx|148|	301
pid|0000000000001484307|tx|148|	300
pid|0000000000001484483|tx|148|	301
pid|0000000000001484675|tx|148|	301
pid|0000000000001484937|tx|148|	301
pid|0000000000001485023|tx|148|	301
pid|0000000000001485116|tx|148|	301
pid|0000000000001485231|tx|148|	301
pid|0000000000001485368|tx|148|	301
pid|0000000000001485467|tx|148|	301
pid|0000000000001485569|tx|148|	301
pid|0000000000001485735|tx|148|	301
pid|0000000000001485780|tx|148|	301
pid|0000000000001486313|tx|148|	301
pid|0000000000001486437|tx|148|	301
pid|0000000000001486504|tx|148|	300
pid|0000000000001486540|tx|148|	301
pid|0000000000001486655|tx|148|	301
pid|0000000000001486773|tx|148|	300
pid|0000000000001486786|tx|148|	301
pid|0000000000001486814|tx|148|	301
pid|0000000000001487166|tx|148|	301
pid|0000000000001487193|tx|148|	301
pid|0000000000001487292|tx|148|	301
pid|0000000000001487300|tx|148|	301
pid|0000000000001487350|tx|148|	301
pid|0000000000001487519|tx|148|	301
pid|0000000000001487569|tx|148|	301
pid|0000000000001487575|tx|148|	301
pid|0000000000001487632|tx|148|	301
pid|0000000000001487740|tx|148|	301
pid|0000000000001487784|tx|148|	301
pid|0000000000001487873|tx|148|	301
pid|0000000000001487913|tx|148|	301
pid|0000000000001488265|tx|148|	301
pid|0000000000001488417|tx|148|	301
pid|0000000000001488501|tx|148|	301
pid|0000000000001488571|tx|148|	301
pid|0000000000001488641|tx|148|	301
pid|0000000000001488672|tx|148|	301
pid|0000000000001488998|tx|148|	301
pid|0000000000001489274|tx|148|	301
pid|0000000000001489332|tx|148|	301
pid|0000000000001489560|tx|148|	301
pid|0000000000001489628|tx|148|	301
pid|0000000000001489640|tx|148|	301
pid|0000000000001489901|tx|148|	301
pid|0000000000001489982|tx|148|	301
pid|0000000000014810147|tx|148|	301
pid|0000000000014810172|tx|148|	301
pid|0000000000014810584|tx|148|	301
pid|0000000000014810685|tx|148|	301
pid|0000000000014810888|tx|148|	301
pid|0000000000014811246|tx|148|	301
pid|0000000000014811581|tx|148|	301
pid|0000000000014811651|tx|148|	301
pid|0000000000014811804|tx|148|	301
pid|0000000000014812036|tx|148|	301
pid|0000000000014812150|tx|148|	301
pid|0000000000014812400|tx|148|	301
pid|0000000000014812457|tx|148|	301
pid|0000000000014812696|tx|148|	301
pid|0000000000014812768|tx|148|	301
pid|0000000000014812815|tx|148|	301
pid|0000000000014812855|tx|148|	301
pid|0000000000014812896|tx|148|	301
pid|0000000000014812914|tx|148|	301
pid|0000000000014813126|tx|148|	301
pid|0000000000014813339|tx|148|	301
pid|0000000000014813460|tx|148|	301
pid|0000000000014813476|tx|148|	301
pid|0000000000014814159|tx|148|	301
pid|0000000000014814213|tx|148|	301
pid|0000000000014814233|tx|148|	301
pid|0000000000014814571|tx|148|	301
pid|0000000000014814597|tx|148|	301
pid|0000000000014814664|tx|148|	301
pid|0000000000014814683|tx|148|	301
pid|0000000000014814900|tx|148|	301
pid|0000000000014814951|tx|148|	301
pid|0000000000014814979|tx|148|	301
pid|0000000000014815144|tx|148|	301
pid|0000000000014815154|tx|148|	301
pid|0000000000014815198|tx|148|	301
pid|0000000000014815227|tx|148|	301
pid|0000000000014815422|tx|148|	301
pid|0000000000014815555|tx|148|	301
pid|0000000000014815614|tx|148|	301
pid|0000000000014815730|tx|148|	301
pid|0000000000014815900|tx|148|	301
pid|0000000000014815993|tx|148|	301
pid|0000000000014816299|tx|148|	301
pid|0000000000014816403|tx|148|	301
pid|0000000000014816407|tx|148|	301
pid|0000000000014816561|tx|148|	301
pid|0000000000014816654|tx|148|	301
pid|0000000000014816704|tx|148|	301
pid|0000000000014816722|tx|148|	301
pid|0000000000014816731|tx|148|	301
pid|0000000000014816850|tx|148|	301
pid|0000000000014817225|tx|148|	301
pid|0000000000014817229|tx|148|	301
pid|0000000000014817371|tx|148|	301
pid|0000000000014817613|tx|148|	301
pid|0000000000014817672|tx|148|	301
pid|0000000000014817704|tx|148|	301
pid|0000000000014818327|tx|148|	301
pid|0000000000014818477|tx|148|	301
pid|0000000000014818771|tx|148|	301
pid|0000000000014819226|tx|148|	300
pid|0000000000014819245|tx|148|	301
pid|0000000000014819366|tx|148|	301
pid|0000000000014819684|tx|148|	301
pid|0000000000014819808|tx|148|	301
pid|0000000000014819881|tx|148|	301
pid|0000000000014820352|tx|148|	301
pid|0000000000014820370|tx|148|	301
pid|0000000000014820767|tx|148|	301
pid|0000000000014821035|tx|148|	301
pid|0000000000014821116|tx|148|	301
pid|0000000000014821399|tx|148|	301
pid|0000000000014821410|tx|148|	301
pid|0000000000014821589|tx|148|	301
pid|0000000000014821716|tx|148|	301
pid|0000000000014821783|tx|148|	301
pid|0000000000014821820|tx|148|	300
pid|0000000000014821922|tx|148|	301
pid|0000000000014821945|tx|148|	301
pid|0000000000014822297|tx|148|	301
pid|0000000000014822601|tx|148|	300
pid|0000000000014822876|tx|148|	301
pid|0000000000014822921|tx|148|	300
pid|0000000000014823013|tx|148|	301
pid|0000000000014823509|tx|148|	301
pid|0000000000014823618|tx|148|	301
pid|0000000000014824069|tx|148|	301
pid|0000000000014824181|tx|148|	301
pid|0000000000014824203|tx|148|	301
pid|0000000000014824394|tx|148|	301
pid|0000000000014824422|tx|148|	301
pid|0000000000014824795|tx|148|	301
pid|0000000000014824821|tx|148|	301
pid|0000000000014824824|tx|148|	301
pid|0000000000014824842|tx|148|	300
pid|0000000000014824875|tx|148|	301
pid|0000000000014824918|tx|148|	301
pid|0000000000014825024|tx|148|	301
pid|0000000000014825035|tx|148|	301
pid|0000000000014825677|tx|148|	300
pid|0000000000014825700|tx|148|	301
pid|0000000000014826174|tx|148|	301
pid|0000000000014826225|tx|148|	301
pid|0000000000014826687|tx|148|	301
pid|0000000000014826900|tx|148|	301
pid|0000000000014827175|tx|148|	301
pid|0000000000014827178|tx|148|	301
pid|0000000000014827426|tx|148|	301
pid|0000000000014827638|tx|148|	301
pid|0000000000014827677|tx|148|	301
pid|0000000000014828039|tx|148|	301
pid|0000000000014828195|tx|148|	301
pid|0000000000014828364|tx|148|	301
pid|0000000000014829281|tx|148|	301
pid|0000000000014829391|tx|148|	301
pid|0000000000014829663|tx|148|	301
pid|0000000000014830267|tx|148|	301
pid|0000000000014830293|tx|148|	300
pid|0000000000014830358|tx|148|	301
pid|0000000000014830674|tx|148|	301
pid|0000000000014831578|tx|148|	301
pid|0000000000014831588|tx|148|	301
pid|0000000000014831674|tx|148|	301
pid|0000000000014832107|tx|148|	301
pid|0000000000014832301|tx|148|	301
pid|0000000000014832434|tx|148|	301
pid|0000000000014832539|tx|148|	301
pid|0000000000014832821|tx|148|	301
pid|0000000000014832846|tx|148|	301
pid|0000000000014832913|tx|148|	301
pid|0000000000014832965|tx|148|	301
pid|0000000000014833287|tx|148|	301
pid|0000000000014833871|tx|148|	300
pid|0000000000014833965|tx|148|	300
pid|0000000000014834025|tx|148|	301
pid|0000000000014834039|tx|148|	301
pid|0000000000014834689|tx|148|	301
pid|0000000000014834776|tx|148|	301
pid|0000000000014834933|tx|148|	301
pid|0000000000014835881|tx|148|	300
pid|0000000000014835889|tx|148|	300
pid|0000000000014836097|tx|148|	301
pid|0000000000014836317|tx|148|	301
pid|0000000000014836437|tx|148|	301
pid|0000000000014837435|tx|148|	301
pid|0000000000014837860|tx|148|	301
pid|0000000000014837873|tx|148|	301
pid|0000000000014837922|tx|148|	301
pid|0000000000014838715|tx|148|	301
pid|0000000000014839160|tx|148|	301
pid|0000000000014840416|tx|148|	301
pid|0000000000014840757|tx|148|	301
pid|0000000000014840814|tx|148|	301
pid|0000000000014840825|tx|148|	301
pid|0000000000014840833|tx|148|	301
pid|0000000000014840948|tx|148|	300
pid|0000000000014841243|tx|148|	301
pid|0000000000014841686|tx|148|	301
pid|0000000000014841822|tx|148|	301
pid|0000000000014842151|tx|148|	301
pid|0000000000014842208|tx|148|	301
pid|0000000000014842665|tx|148|	300
pid|0000000000014842728|tx|148|	301
pid|0000000000014843115|tx|148|	301
pid|0000000000014843436|tx|148|	301
pid|0000000000014843612|tx|148|	300
pid|0000000000014843646|tx|148|	301
pid|0000000000014843928|tx|148|	301
pid|0000000000014844820|tx|148|	301
pid|0000000000014844985|tx|148|	301
