representative	minTaxID
pid|0000000000006515483|tx|65|	10000001
pid|0000000000000654319|tx|65|	10000001
pid|0000000000000656192|tx|65|	10000001
pid|0000000000000656203|tx|65|	10000001
pid|0000000000006515898|tx|65|	10000001
pid|0000000000000065294|tx|65|	10000001
pid|0000000000000065997|tx|65|	10000001
pid|0000000000000657952|tx|65|	10000001
pid|0000000000000065336|tx|65|	10000001
pid|0000000000006513214|tx|65|	10000001
pid|0000000000011311013|tx|113|	10000001
pid|0000000000000659952|tx|65|	10000001
pid|0000000000000653356|tx|65|	10000001
pid|0000000000000658687|tx|65|	10000001
pid|0000000000006512732|tx|65|	10000001
pid|0000000000000148356|tx|148|	10000001
pid|0000000000000651551|tx|65|	10000001
pid|0000000000000654240|tx|65|	10000001
pid|0000000000000654657|tx|65|	10000001
pid|0000000000000658171|tx|65|	10000001
pid|0000000000000006570|tx|65|	10000001
pid|0000000000000651822|tx|65|	10000001
pid|0000000000006510746|tx|65|	10000001
pid|0000000000006512531|tx|65|	10000001
pid|0000000000000006579|tx|65|	10000001
pid|0000000000000654493|tx|65|	10000001
pid|0000000000006516352|tx|65|	10000001
pid|0000000000000657263|tx|65|	10000001
pid|0000000000006513563|tx|65|	10000001
pid|0000000000000652690|tx|65|	10000001
pid|0000000000006511592|tx|65|	10000001
pid|0000000000000656637|tx|65|	10000001
pid|0000000000006511607|tx|65|	10000001
pid|0000000000000065183|tx|65|	10000001
pid|0000000000000651695|tx|65|	10000001
pid|0000000000000653053|tx|65|	10000001
pid|0000000000000658159|tx|65|	10000001
pid|0000000000000659270|tx|65|	10000001
pid|0000000000000653900|tx|65|	10000001
pid|0000000000006514537|tx|65|	10000001
pid|0000000000011315172|tx|113|	10000001
pid|0000000000000065366|tx|65|	10000001
pid|0000000000000065314|tx|65|	10000001
pid|0000000000000651095|tx|65|	10000001
pid|0000000000000653461|tx|65|	10000001
pid|0000000000000655746|tx|65|	10000001
pid|0000000000006511809|tx|65|	10000001
pid|0000000000000065180|tx|65|	10000001
pid|0000000000000065748|tx|65|	10000001
pid|0000000000000658083|tx|65|	10000001
pid|0000000000000065413|tx|65|	10000001
pid|0000000000000655232|tx|65|	10000001
pid|0000000000006515536|tx|65|	10000001
pid|0000000000000065383|tx|65|	10000001
pid|0000000000000658662|tx|65|	10000001
pid|0000000000006518190|tx|65|	10000001
pid|0000000000000651563|tx|65|	10000001
pid|0000000000000656459|tx|65|	10000001
pid|0000000000000655837|tx|65|	10000001
pid|0000000000000657045|tx|65|	10000001
pid|0000000000000657052|tx|65|	10000001
pid|0000000000000651176|tx|65|	10000001
pid|0000000000000651821|tx|65|	10000001
pid|0000000000000653516|tx|65|	10000001
